# SSG Issues Database
# id	file_path	category	status	severity	description	last_updated	source
ISS-934	ssg-sass/src/main/scala/ssg/sass/visitor/SerializeVisitor.scala	bug	resolved	medium	visitCssStyleRule line 1441 uses recordMapping(node.span) but dart-sass uses _for(node.selector, ...) at serialize.dart:335 — the span should be node.selector's span, not node's span. visitCssDeclaration line 1733 uses recordMapping(node.span) for the value emission but dart-sass uses _buffer.forSpan(node.valueSpanForMap, ...) at serialize.dart:377 — the span should be node.valueSpanForMap, not node.span. The declaration name at line 1710 uses recordMapping(node.span) but dart-sass uses _write(node.name) which calls _for(node.name, ...) — the span should be node.name's span.	2026-05-08	manual
ISS-935	ssg-katex/src/main/scala/ssg/katex/util/Utils.scala	logic-change	open	medium	protocolRegex missing case-insensitive flag: original JS regex has /i flag on pattern /^[\x00-\x20]*([^\\/#?]*?)(:|&#0*58|&#x0*3a|&colon)/i but Scala port at line 93 omits (?i). This means HTML entity variants like &#X0*3A or &COLON won't match. Add (?i) prefix to the regex pattern.	2026-05-09	manual
ISS-936	ssg-katex/src/main/scala/ssg/katex/Style.scala	extra-code	open	minor	Style companion object exposes 4 extra cramped variants (DISPLAY_CRAMPED, TEXT_CRAMPED, SCRIPT_CRAMPED, SCRIPTSCRIPT_CRAMPED at lines 120-123) that are NOT in the original TypeScript export (Style.ts lines 124-129 only exports DISPLAY, TEXT, SCRIPT, SCRIPTSCRIPT). While these may be useful for internal use, they expand the public API beyond what the original provides. If intentional for Scala convenience, add a comment documenting this as a deliberate addition.	2026-05-09	manual
ISS-937	ssg-katex/src/main/scala/ssg/katex/parse/Lexer.scala	regex	open	critical	VERB_REGEX_BROKEN: [^] on line 93 is invalid Java regex syntax (PatternSyntaxException at runtime). In JavaScript [^] means 'any character including newline' but java.util.regex.Pattern rejects it as 'Unclosed character class'. Must replace ([^]) with ([\s\S]) or (.) with Pattern.DOTALL on the entire pattern. Both \\verb\\*([^])[\\s\\S]*?\\4 (line 93) and \\verb([^*a-zA-Z])[\\s\\S]*?\\5 (line 94) are affected — the second line's [^*a-zA-Z] is valid Java regex, only the first line's [^] is broken.	2026-05-09	manual
ISS-938	ssg-katex/src/main/scala/ssg/katex/parse/Lexer.scala	regex	open	minor	VERB_DOTALL_SEMANTICS: Lines 93-94 use [\s\S]*? to replace JS .*? (non-greedy dot). In the original JS, .*? does NOT match newline characters (no /s flag), so \verb content stops at the first newline even if the delimiter hasn't appeared. The Scala port's [\s\S]*? matches across newlines, subtly broadening the match. While the lazy quantifier + backreference usually makes this harmless, for strict fidelity the port should use a negation class excluding newline: [^\n]*? or use Pattern.compile without DOTALL and use .*? directly.	2026-05-09	manual
ISS-939	ssg-katex/src/main/scala/ssg/katex/parse/Lexer.scala	doc	open	minor	COMMENT_UNICODE_RANGE_DROPPED: Line 56 comment says 'does not match the BMP private use area -' but the original (Lexer.ts line 28) says 'does not match the BMP private use area \uE000-\uF8FF'. The Unicode range was dropped from the comment.	2026-05-09	manual
ISS-940	ssg-katex/src/main/scala/ssg/katex/parse/ParseNode.scala	type-mismatch	open	minor	SIZING_SIZE_TYPE: ParseNodeSizing.size is typed as Double (line 669) but the original (parseNode.ts line 436) uses 'size: number' which in context is always an integer (1-10 sizing levels). Should be Int for fidelity with the original semantics, matching how ParseNodeDelimsizing.size is already Int (line 393).	2026-05-09	manual
ISS-941	ssg-katex/src/main/scala/ssg/katex/functions/FunctionDef.scala	api-signature	open	minor	DEFINE_FUNCTION_BUILDERS_MATHML_OPTIONAL: defineFunctionBuilders at line 226 makes mathmlBuilder optional (Nullable.Null default) but the original (defineFunction.ts line 196-201) requires mathmlBuilder as a mandatory parameter. While this doesn't cause runtime errors since the internal defineFunction handles Nullable, it weakens the API contract.	2026-05-09	manual
ISS-942	ssg-mermaid/src/main/scala/ssg/mermaid/layout/graph/PriorityQueue.scala	correctness	resolved	critical	Heap index arithmetic off-by-one: heapify uses 2*i instead of 2*i+1 for left child (line 122), decrease uses idx>>1 instead of (idx-1)>>1 for parent (line 147). Both produce incorrect heap operations for 0-based arrays, breaking priority queue behavior.	2026-05-10	manual
ISS-943	ssg-mermaid/src/main/scala/ssg/mermaid/layout/dagre/DagreLayout.scala	completeness	resolved	critical	Missing 7 of 27 layout pipeline phases: injectEdgeLabelProxies, normalizeRanks, assignRankMinMax, removeEdgeLabelProxies, normalize.run call, parentDummyChains module, addBorderSegments module, removeBorderNodes. Also Nesting.cleanup is at phase 18 instead of phase 8. Without these, edges spanning multiple ranks have no dummy nodes, edge labels are not positioned via ranking, compound graph borders are not handled.	2026-05-10	manual
ISS-944	ssg-mermaid/src/main/scala/ssg/mermaid/layout/dagre/Rank.scala	correctness	resolved	major	feasibleTree creates duplicate edge then overwrites (lines 112-114). calcCutValue and exchangeEdges overload minRank/maxRank fields for low/lim tree numbering, destroying rank data. exchangeEdges uses incorrect rank shifting instead of original updateRanks preorder traversal. Need dedicated low/lim fields and faithful updateRanks port.	2026-05-10	manual
ISS-945	ssg-mermaid/src/main/scala/ssg/mermaid/layout/dagre/Order.scala	completeness	resolved	major	Missing 5 of 8 original order module files: barycenter.js, sort-subgraph.js, resolve-conflicts.js, sort.js, build-layer-graph.js, add-subgraph-constraints.js (total ~425 LOC). Port uses simplified direct barycenter sort that cannot handle compound graph subgraph constraints. LOC ratio 0.35.	2026-05-10	manual
ISS-946	ssg-mermaid/src/main/scala/ssg/mermaid/layout/dagre/Normalize.scala	correctness	resolved	major	undo does not restore original edges via g.setEdge(edgeObj, origLabel). Missing dummyChains field in GraphLabel. run does not record chain heads. Walk-based point collection may double-process shared dummy nodes.	2026-05-10	manual
ISS-947	ssg-mermaid/src/main/scala/ssg/mermaid/layout/dagre/Nesting.scala	completeness	resolved	major	Missing treeDepths (nesting-graph.js:100-112), sumWeights (nesting-graph.js:117-125), and proper nesting edge weight formula (height + sumWeights + 1). Uses hardcoded weight=0 which causes ordering to incorrectly prioritize nesting edges.	2026-05-10	manual
ISS-948	ssg-mermaid/src/main/scala/ssg/mermaid/layout/dagre/DagreUtil.scala	convention	resolved	minor	Uses return statement at line 135 (buildLayerMatrix). Missing successorWeights, predecessorWeights, normalizeRanks functions from original dagre/util.js.	2026-05-10	manual
ISS-949	ssg-mermaid/src/main/scala/ssg/mermaid/layout/dagre/DagreUtil.scala	convention	resolved	open	high	2026-05-10	manual
ISS-950	ssg-mermaid/src/main/scala/ssg/mermaid/layout/graph/Graph.scala	convention	resolved	open	high	2026-05-10	manual
ISS-951	ssg-mermaid/src/main/scala/ssg/mermaid/svg/SvgMarkup.scala	correctness	resolved	open	low	2026-05-10	manual
ISS-952	ssg-mermaid/src/main/scala/ssg/mermaid/parse/ParserBase.scala	correctness	resolved	open	low	2026-05-10	manual
ISS-953	ssg-mermaid/src/main/scala/ssg/mermaid/theme/ThemeVariables.scala	completeness	resolved	open	medium	2026-05-10	manual
ISS-954	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/	convention	resolved	open	high	2026-05-10	manual
ISS-955	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/	convention	resolved	open	medium	2026-05-10	manual
ISS-956	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/flowchart/FlowchartDb.scala	incomplete-port	resolved	open	medium	2026-05-10	manual
ISS-957	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/flowchart/FlowchartStyles.scala	incomplete-port	resolved	open	low	2026-05-10	manual
ISS-958	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/flowchart/FlowchartParser.scala	incomplete-port	resolved	open	medium	2026-05-10	manual
ISS-959	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/sequence/SequenceDb.scala	incomplete-port	resolved	open	medium	2026-05-10	manual
ISS-960	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/sequence/SequenceRenderer.scala	incomplete-port	resolved	open	medium	2026-05-10	manual
ISS-961	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/class_/ClassDb.scala	incomplete-port	resolved	open	medium	2026-05-10	manual
ISS-962	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/state/StateDb.scala	incomplete-port	resolved	open	high	2026-05-10	manual
ISS-963	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/gantt/GanttDb.scala	incomplete-port	resolved	open	high	2026-05-10	manual
ISS-964	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/c4/C4Db.scala	incomplete-port	resolved	open	high	2026-05-10	manual
ISS-965	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/er/ErRenderer.scala	incomplete-port	resolved	open	medium	2026-05-10	manual
ISS-966	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/architecture/	convention	resolved	open	low	2026-05-10	manual
ISS-967	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/kanban/	convention	resolved	open	low	2026-05-10	manual
ISS-968	ssg-mermaid/src/main/scala/ssg/mermaid/diagrams/radar/	convention	resolved	open	low	2026-05-10	manual
ISS-969	ssg-mermaid/src/test/scala/ssg/mermaid/diagrams/class_/ClassDiagramSuite.scala	missing-coverage	resolved	open	high	2026-05-10	manual
ISS-970	ssg-mermaid/src/test/scala/ssg/mermaid/diagrams/xychart/XyChartDiagramSuite.scala	missing-coverage	resolved	open	medium	2026-05-10	manual
ISS-971	ssg-mermaid/src/test/scala/ssg/mermaid/diagrams/mindmap/MindmapDiagramSuite.scala	missing-coverage	resolved	open	medium	2026-05-10	manual
ISS-972	ssg-mermaid/src/test/scala/ssg/mermaid/diagrams/block/BlockDiagramSuite.scala	missing-coverage	resolved	open	medium	2026-05-10	manual
ISS-973	ssg-mermaid/src/test/scala/ssg/mermaid/diagrams/quadrant/QuadrantDiagramSuite.scala	missing-coverage	resolved	open	medium	2026-05-10	manual
ISS-974	ssg-mermaid/src/main/scala/ssg/mermaid/layout/dagre/Order.scala	incomplete-port	resolved	open	medium	2026-05-10	manual
ISS-975	ssg-mermaid/src/main/scala/ssg/mermaid/layout/dagre/Nesting.scala	incomplete-port	resolved	open	medium	2026-05-10	manual
ISS-976	ssg-mermaid/src/main/scala/ssg/mermaid/layout/dagre/DagreLayout.scala	incomplete-port	resolved	open	medium	2026-05-10	manual
ISS-977	ssg-commons/src/main/scalanative/ssg/commons/io/FileOpsPlatform.scala	incomplete-port	resolved	critical	 — red:5f6758b0 fix:4b661334 test:ssg.commons.io.FileOpsIss977NativeSuite audit:PASS gates: 3-platform compile clean, 6/6 red->green on Native (JUnit XML verified), shortcuts/stale-stubs clean, ratchet improved shortcut_hits 173->172, squash-merged as c64c9f26	2026-06-10	manual
ISS-978	ssg-commons/src/main/scalajs/ssg/commons/io/FileOpsPlatform.scala	incomplete-port	resolved	high	 — red:7442ffd2 fix:6392ee68 test:ssg.commons.io.FileOpsIss978JsSuite audit:PASS gates: 3-platform compile, 6/6 red->green under Node, byte-exact Buffer conversions (256-value audit check), ENOENT propagates (no swallow), symlink parity, ISS-977/979 suites unaffected, ratchet improved shortcut_hits 172->171; race-window divergence filed as ISS-1123; squash-merged	2026-06-10	manual
ISS-979	ssg-md/src/main/scalajs/ssg/md/util/misc/PlatformResourcesImpl.scala	bug	resolved	critical	 — red:ce1282b9 fix:c6ed0fe1 test:ssg.md.util.misc.PlatformResourcesIss979JsSuite audit:PASS gates: 3-platform compile, red suite 2/2 red->green, 16/16 embedded resources byte-verified, full ssg-md JS 5647/0, fs fallback intact (ComboCoreSpecTest 624/624), mutation checks x2 caught, ratchet clean; squash-merged	2026-06-10	manual
ISS-980	ssg-commons/src/main/scalanative/ssg/commons/io/FilePathPlatform.scala	bug	resolved	high	 — red:effb4174 fix:ff198965 test:ssg.commons.io.FilePathIss980NativeSuite audit:PASS gates: 8/11 red->16/16 green Native (incl FilePathIss980ExtraNativeSuite 5), java.nio delegation mirrors JVM impl line-by-line, 15-case edge differential vs JVM (1 javalib divergence filed ISS-1126), 2 mutations caught, liquid Native 867/0, JVM 16/16 JS 26/26 unchanged, ratchet clean; squash-merged	2026-06-10	manual
ISS-981	ssg-commons/src/main/scala/ssg/commons/Nullable.scala	pit-of-success	open	medium	[R0610-P2] ssg.commons.Nullable is a dead buggy duplicate: isNone treats NestedNone(1) (= Some(None)) as empty — internally inconsistent — and it is imported nowhere (codebase uses lls lowlevel.Nullable) (review sec.2); done = file deleted as part of the Nullable-consolidation-to-lls work, compile clean on all 3 platforms	2026-06-10	manual
ISS-982	ssg-commons/src/main/scala/ssg/commons/io/FileOps.scala	missing-test	resolved	medium	 — red:audit-mutation fix:1e7ef702 test:ssg.commons.io.FilePathIss982Suite audit:PASS — added shared src/test/scala FilePathIss982Suite (46 real-value assertions on the full FilePath public API: of/pathString/fileName/parent/resolve(String|FilePath)/isAbsolute/toAbsolute/normalize/cwd) executing on JVM+JS+Native, closing the previously-real JVM gap (old FilePath suites lived only in scalajs/scalanative dirs, never ran on JVM; FileOps already covered by shared FileOpsDirectoryIss1121Suite); values lifted from the existing JS/Native contract suites + cross-checked vs java.nio JVM impl; proof-of-red (auditor mutation): parent->None 5 fail, normalize-skip 8 fail, resolve-naive-concat line263 fail; 46/46 JVM+JS+Native, full ssg-commons JVM 62/0; ratchet CLEAN (shortcut 169, covenant 99 carried, test-only no src/main edit); adjudication: 'zero test files' premise was stale but the all-3-platforms DoD was genuinely unmet for FilePath on JVM; ISS-1182 filed (Native '.'-normalize divergence, excluded from shared suite)	2026-06-13	manual
ISS-983	ssg-md/src/main/scala/ssg/md/ext/jekyll/tag/internal/IncludeNodePostProcessor.scala	incomplete-port	resolved	high	[R0610-P1] FileUriContentResolver not ported though migration DB says 'ported'; IncludeNodePostProcessor.scala:60-67 lacks Java's empty-list default-factory fallback and HtmlRenderer.scala:369 contentResolverFactory throws, closing the manual-registration door — Jekyll include cannot resolve filesystem paths (review sec.1); done = resolver ported per flexmark original + fallback + factory wired, filesystem include resolves	2026-06-13	manual
ISS-984	ssg-md/src/main/scala/ssg/md/ext/jekyll/tag/internal/IncludeNodePostProcessor.scala	missing-test	resolved	medium	 — STALE-ADJUDICATED (orchestrator): the test ISS-984 asks for ALREADY EXISTS — ssg-md/src/test/scalajvm/ssg/md/ext/jekyll/tag/test/FileUriIncludeIss983Suite.scala, added when ISS-983 (FileUriContentResolver) was resolved. It tests exactly the jekyll include-resolver filesystem path: {% include file:<abspath> %} resolving a temp on-disk file to embedded content (line 79-80) + a missing file: path embedding nothing (line 103), via the FileUriContentResolver.Factory fallback wired into IncludeNodePostProcessor:57-65. Runs JVM 2/2 pass. PROOF-OF-RED verified by orchestrator: neutering FileUriContentResolver.resolveContent (if(false && PlatformFiles.isExistingFile)) → the resolve test FAILS at FileUriIncludeIss983Suite.scala:79 (1 failed/1 passed); restored clean. red:proof(neuter-resolver) fix:ISS-983(FileUriContentResolver+PlatformFiles) test:ssg.md.ext.jekyll.tag.test.FileUriIncludeIss983Suite audit:stale-adjudicated — DoD (filesystem-include test + proof-of-red against unfixed resolver) fully met; no new code needed	2026-06-14	manual
ISS-985	.rescale/data/migration.tsv	db-hygiene	open	medium	[R0610-P2] 28 ssg-md migration rows marked 'ported' with no Scala file (FileUriContentResolver, TableTextCollectingVisitor, FlatDependency* family, FileUtil, ui/Color+Html* family, 9 Jira/YouTrack renderers — review sec.1); done = each row set to its true status via re-scale db migration set with a one-line evidence note, deliberate skips recorded as skipped not ported	2026-06-10	manual
ISS-986	.rescale/data/audit.tsv	db-hygiene	open	medium	[R0610-P2] 11+ of 19 ssg-md major_issues audit rows describe already-fixed code while the two real ssg-md gaps (FileUriContentResolver, JS resource loading) appear in no database (review sec.5); done = stale rows re-stamped to current status with evidence notes and the real gaps have audit/issue rows	2026-06-10	manual
ISS-987	ssg-md/src/test/scala/ssg/md/ext/tables/test/ComboTableManipulationSpecTest.scala	missing-test	open	medium	[R0610-P3] ComboTableManipulationSpecTest not ported from flexmark though the table-manipulation features are (review sec.4); done = suite ported from the flexmark original, test runner reports it by name with N>0 tests passing on every platform it runs on	2026-06-10	manual
ISS-988	ssg-md/src/test/scala/ssg/md/formatter/test/suite/ComboFormatterIssueSpecTest.scala	missing-test	open	medium	[R0610-P3] ComboFormatterIssueSpecTest not ported from flexmark though the formatter features are (review sec.4); done = suite ported from the flexmark original, test runner reports it by name with N>0 tests passing on every platform it runs on	2026-06-10	manual
ISS-989	ssg-md/src/main/scala/ssg/md/ext/emoji/internal/EmojiReference.scala	docs	open	low	[R0610-P2] breaking rename Emoji -> EmojiData is documented only in the EmojiReference.scala:11 file header and absent from docs/contributing/type-mappings.md; done = mapping entry added to type-mappings.md	2026-06-10	manual
ISS-990	ssg-sass/src/main/scala/ssg/sass/Compile.scala	api-noop	resolved	high	 — red:76abf2cf fix:7ec76cae test:ssg.sass.CompileWiringIss990Suite audit:PASS gates: per-evaluator _builtInFunctions per evaluate.dart:189/699-709 (Environment registration proven wrong - bare env at _execute), differential on/off, mutation caught, 3 platforms, sass-spec unchanged 13865/13902; squash-merged d9bd9faa	2026-06-12	manual
ISS-991	ssg-sass/src/main/scala/ssg/sass/Compile.scala	api-noop	resolved	high	 — red:76abf2cf fix:7ec76cae+42db8e8e test:CompileWiringIss990Suite+CompileLoadPathsIss991JvmSuite+ImportCacheCtorSassPathIss991JvmSuite audit:PASS after 1 bounce (3-arg ctor noOp default DELETED + always-constructed cache: SASS_PATH live on JVM, JS/Native mirror dart isBrowser guard import_cache.dart:125, explicit loadPaths loud; singular-importer fold traced vs dart, fresh full sass-spec 13865/13902); skip-policy entries added for the 2 sanctioned platform loud-errors; squash-merged d9bd9faa	2026-06-12	manual
ISS-992	ssg-sass/src/main/scala/ssg/sass/Compile.scala	api-noop	resolved	medium	 — red:76abf2cf fix:7ec76cae test:ssg.sass.CompileWiringIss990Suite audit:PASS gates: quietDeps constructor param per evaluate.dart:381, suppression before _warnings+= per :4682, _slash rerouted per :2838 (only that caller), entrypoint control non-vacuous (over-suppression mutant caught), ISS-996 scope intact; squash-merged d9bd9faa	2026-06-12	manual
ISS-993	ssg-sass/src/main/scala/ssg/sass/Compile.scala	api-noop	resolved	medium	 — red:76abf2cf fix:7ec76cae test:ssg.sass.CompileWiringIss990Suite audit:PASS gates: charset forwarded per compile.dart:220/serialize.dart:55-74, true-arm byte-identical to pre-fix default, BOM+prefix both pinned; squash-merged d9bd9faa	2026-06-12	manual
ISS-994	ssg-sass/src/main/scala/ssg/sass/Compile.scala	pit-of-success	resolved	high	[R0610-P1] Compile.compile(path, ...13 options) — the richest-looking sass entry point — throws on every platform including JVM while its docstring falsely claims a JVM override (Compile.scala:109, review sec.3); done = delete or implement per plan P1, docstring truthful, a test demonstrates the call now does the right/loud thing	2026-06-13	manual
ISS-995	ssg-sass/src/main/scalajvm/ssg/sass/CompileJvm.scala	bug	resolved	high	[R0610-P1] CompileFile.compile ignores the file extension (.sass/.css parsed as SCSS — dart-sass infers syntax from extension) and drops the file URL so error spans/loadedUrls lose the entry path (CompileJvm.scala:18, review sec.2); done = syntax inferred from extension + url threaded through, tests per syntax	2026-06-13	manual
ISS-996	ssg-sass/src/main/scala/ssg/sass/Compile.scala	bug	resolved	medium	 — red:46405cbc fix:369ef040 test:ssg.sass.SilencedWarningsIss996Suite audit:PASS — EvaluateVisitor._warnings (SSG-specific sink for CompileResult.warnings, absent in dart-sass) appended deprecation warnings unconditionally at 3 sites (warn:189, run parse-time loop:582, _warnWithSpan:2408) while the DeprecationProcessingLogger correctly suppressed LOGGING for silenceDeprecations (Logger.scala:265) — so silenced deprecations still leaked into warnings; fix adds _isDeprecationSilenced querying the logger's AUTHORITATIVE silenceDeprecations set (no duplicated logic) and gates the 3 deprecation appends, faithful to dart-sass single-emission-path (_warn evaluate.dart:4681-4696 has no parallel warnings buffer; parse-time site = evaluate.dart:1169); non-deprecation WARNING: appends left unguarded (correct); proof-of-red (auditor mutation: neuter helper->false → RED case fails at line64 'leaked->present', baseline passes); compile JVM/JS/Native clean, red suite 2/0, full ssg-sass 839/0 + sass-spec 99.7% unchanged; ratchet CLEAN (shortcut 169, covenant 99 carried — EvaluateVisitor's 2 pre-existing UnsupportedOperationException hits at 4430/4847 are in the baseline, not introduced); 15th issue resolved post-rewire (2nd medium); follow-up ISS-1183 filed (future-not-opted-in + repetition-limited deprecations leak via same mechanism, out of scope)	2026-06-13	manual
ISS-997	ssg-sass/src/main/scala/ssg/sass/EvaluationContext.scala	bug	resolved	high	 — red:1ef5a59f fix:c152f3f5 test:ssg.sass.ConcurrentCompileIss997Suite audit:PASS — replaced 4 shared module vars (EvaluationContext._stack, CurrentEnvironment._env, CurrentCallableInvoker/_MixinInvoker._invoker) with scala.util.DynamicVariable (per-thread), faithful to dart-sass evaluation_context.dart runZoned zoneValues; proof-of-red: revert→26/1800 'tail of empty list', restore→3/3 green; cross-platform JVM/JS/Native clean, sass-spec 99.7% unchanged, ratchet CLEAN (shortcut 169/assumes 2/swallows 9/fail 1148/covenant 99 all unchanged)	2026-06-13	manual
ISS-998	ssg-sass/src/main/scala/ssg/sass/StylesheetGraph.scala	incomplete-port	open	medium	[R0610-P2] StylesheetGraph is dead code: zero main-source references, upstream/downstream never populated, and modifiedSince/reload/remove are unported (review sec.1); done = port completed per dart-sass stylesheet_graph.dart and wired to invalidation, or deleted with the migration DB row updated	2026-06-10	manual
ISS-999	ssg-sass/src/main/scala/ssg/sass/util/SourceMapBuffer.scala	incomplete-port	open	medium	[R0610-P3] emitted source maps lack the sourcesContent and file fields dart-sass generates (SourceMapBuffer.scala emits neither); done = both fields emitted per dart-sass source-map generation + golden source-map test	2026-06-10	manual
ISS-1000	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	bug	resolved	high	[R0610-P1] sass-spec residual failures include 2 uncaught-exception outcomes (libsass-todo issues 221262/221292) — potential crashes on hostile input (review sec.2); done = both specs produce proper SassException compile errors and their baseline outcomes move from crash to pass/expected-error	2026-06-13	manual
ISS-1001	.rescale/data/sass-spec-baseline.tsv	db-hygiene	open	medium	[R0610-P2] the 37 residual sass-spec baseline failures (nested @media merging, @use ... with, @extend edge clusters) are tracked in no database (review sec.5); done = each failure cluster has an open issue with spec ids and the baseline TSV cross-references them	2026-06-10	manual
ISS-1002	.rescale/data/sass-spec-baseline.tsv	db-hygiene	open	medium	[R0610-P2] sass-spec-baseline TSV header is malformed: the sanctioned query path re-scale db sass-spec-baseline stats crashes on it (review sec.5); done = header fixed and the stats command succeeds	2026-06-10	manual
ISS-1003	ssg-sass/src/main/scala/ssg/sass/visitor/EvaluateVisitor.scala	infra	open	medium	[R0610-P2] ~366 return statements across ssg-sass main sources violate the no-return rule (e.g. EvaluateVisitor.scala alone has 24) (review sec.2 convention violations); done = all replaced with scala.util.boundary/break per /guide-control-flow, zero return in ssg-sass main sources, behavior-preserving (tests green)	2026-06-10	manual
ISS-1004	ssg-sass/src/main/scala/ssg/sass/Callable.scala	bug	open	medium	[R0610-P2] raw null var fuzzyMatch and null comparison violate the no-null rule outside Java interop (Callable.scala:175,189, review sec.2 convention violations); done = Nullable[A] used per /guide-nullable, no raw null in the file, tests green	2026-06-10	manual
ISS-1005	ssg-sass/src/main/scala/ssg/sass/importer/Importer.scala	infra	open	low	[R0610-P2] MapImporter is SSG-native test-harness logic living in main sources, duplicating FilesystemImporter/ImporterFileUtils resolution rules (Importer.scala:134-179); done = moved to test sources, or kept as documented deliberate public API with its own unit tests and header note	2026-06-10	manual
ISS-1006	ssg-sass/src/test/scala/ssg/sass/CompileSuite.scala	missing-test	resolved	medium	 — STALE-ADJUDICATED (orchestrator): the differential-test-per-option work ISS-1006 asks for ALREADY EXISTS — added when ISS-990/991/992/993 were resolved. CompileWiringIss990Suite (10/10, header 'Differential red tests for ISS-990/991/992/993') has RED+control pairs for: functions (ISS-990: 'custom function via functions= is invocable' vs control 'unknown call renders as plain CSS'), importers (ISS-991: 'importers= resolves @use' vs control), quietDeps (ISS-992: 'quietDeps=true silences dependency deprecation' vs control 'surfaces when false'), charset (ISS-993: control 'charset=true prefixes @charset for non-ASCII' line191 + RED 'charset=false omits BOM compressed' line187 — both toggle states); loadPaths (ISS-991) differential in CompileLoadPathsIss991JvmSuite (2/2, 'loadPaths= resolves @use from the given directory' + control). All 5 options (functions/quietDeps/charset/importers/loadPaths) have differential tests asserting output changes when toggled, with red-commit proof-of-red done at the ISS-990-993 red-shas. red:per-issue-red-commits(990-993) fix:ISS-990/991/992/993 test:CompileWiringIss990Suite+CompileLoadPathsIss991JvmSuite audit:stale-adjudicated — DoD fully met; no new code needed; ISS-1006 was the umbrella the targeted option-wiring fixes satisfied	2026-06-14	manual
ISS-1007	ssg-sass/src/test/scalajvm/ssg/sass/SassSpecRunner.scala	missing-test	open	medium	[R0610-P3] the sass-spec 99.73% proof is JVM-only — SassSpecRunner lives in scalajvm and there is no JS/Native spec evidence (review sec.5); done = spec runner or a representative cross-platform consistency subset executes on JS and Native with recorded results	2026-06-10	manual
ISS-1008	ssg-sass/src/main/scala/ssg/sass/functions/SelectorFunctions.scala	incomplete-port	resolved	medium	 — fix:e5f00975 audit:PASS — SelectorFunctions.runExtendPipeline was flagged by enforce verify as 'methods removed since baseline' (the one genuine method regression in the 99); ADJUDICATION: runExtendPipeline was an SSG-internal hand-rolled MutableExtensionStore loop with NO dart-sass equivalent (dart selector.dart _extend:98-114/_replace:116-128 call ExtensionStore directly, no helper); its logic was RELOCATED into ExtensionStore._extendOrReplace in commit 33170252 (a faithful 1:1 port of dart extension_store.dart _extendOrReplace:100-126 that also FIXED a divergence: old optional=false+length!=1 → dart singleCompound+optional=true), and extendFn/replaceFn now call ExtensionStore.extend/replace directly per dart; NO logic lost, fidelity improved; the covenant baseline-methods list simply wasn't updated when the method was relocated; fix = remove runExtendPipeline from Covenant-baseline-methods + justify in header (Idiom note) + bump Covenant-verified to 2026-06-14; port-auditor PASS (Opus 4.8; traced git history d21f3e0c/33170252, confirmed no dart equivalent + extendFn/replaceFn faithful + no logic lost, enforce verify [ok], header-only diff, ssg-sass compiles + ExtendSuite 14/0); ratchet covenant_fail_total 99->98 (--update, verify --all: Failed 98, the SelectorFunctions fail cleared); 25th resolved post-rewire (12th medium, 1st genuine incomplete-port of the non-bug tier); orchestrator covenant action, no implementer needed	2026-06-14	manual
ISS-1009	ssg-sass/src/main/scala/ssg/sass/functions/MathFunctions.scala	docs	open	low	[R0610-P2] MathFunctions header documents failures that have since been fixed, misleading auditors (review sec.6 stale in-code docs); done = stale header notes removed or updated to current status with evidence	2026-06-10	manual
ISS-1010	ssg-liquid/src/main/scala/ssg/liquid/parser/LiquidLexer.scala	incomplete-port	resolved	high	 — red:6de403e9 fix:1c1af595 test:IncludeNamesIss1010Suite(10) audit:PASS — unquoted include names (footer.html, dir/file, dir/sub/file.html, name.with.dots.html, hyphens) lex+parse: new PATH_SEP token (statement-tag only, output {{a.b}} untouched), LiquidParser.parseJekyllIncludeFileName assembles the token run per grammar filename:(.)+? stopping at jekyll_include_params/TAG_END, raw-interval whitespace rejection byte-identical to NodeVisitor.java:511-526 (cannot have spaces for Flavor.JEKYLL); quoted-STR path unchanged. removed 2 stale .fail marks in IncludeExtraSuite (now parse+render correctly, verified non-vacuous). proof-of-red 8 red; 908/0; JVM/JS/Native; shortcut 142; fail_marks_ssg-liquid 27->26 (baseline updated). 0 bounces (reproducer pinned liqp whitespace semantics upfront, avoiding the parked branch's 2 bounces). scope: quoted-interval=ISS-1134, output-path-sep=ISS-1133.	2026-06-17	manual
